Datum,Warengruppe,Umsatz,Jahr,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wochentag,Monat,Wochentag_c,Monat_c,Wochenende,SommerferienSH,SommerferienNRW,SommerferienNDS,SommerferienHE,Feiertag,Ostern,ChristiHimmelfahrt,Pfingsten,TDE,Silvester,Ostern_ext,ChristiHimmelfahrt_ext,Pfingsten_ext,Silvester_ext,Jahreszeit,Fruehling,Sommer,Herbst,Winter,Umsatz_NA,Umsatz_lag_1W,Umsatz_lag_2W,Umsatz_lag_3W,Umsatz_lag_4W,Umsatz_lag
2015-05-15,1,147.27,2015,0,6,13.5,9,6,5,Freitag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fruehling,1,0,0,0,FALSE,108.53,NA,93.85,91.07,0
2015-05-15,2,513.81,2015,0,6,13.5,9,6,5,Freitag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fruehling,1,0,0,0,FALSE,326.33,NA,311.72,315,0
2015-05-15,3,190.85,2015,0,6,13.5,9,6,5,Freitag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fruehling,1,0,0,0,FALSE,108.54,NA,102.17,95.87,0
2015-05-15,4,80.03,2015,0,6,13.5,9,6,5,Freitag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fruehling,1,0,0,0,FALSE,57.2,NA,72.94,85.04,0
2015-05-15,5,292.97,2015,0,6,13.5,9,6,5,Freitag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fruehling,1,0,0,0,FALSE,265.72,NA,212.74,269.64,0
2015-05-16,1,164.98,2015,0,7,10.5,11,7,5,Samstag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fruehling,1,0,0,0,FALSE,122.94,205.28,121.6,103.31,0
2015-05-16,2,555.45,2015,0,7,10.5,11,7,5,Samstag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fruehling,1,0,0,0,FALSE,406.91,569.85,450.92,372.99,0
2015-05-16,3,223.04,2015,0,7,10.5,11,7,5,Samstag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fruehling,1,0,0,0,FALSE,170.6,216.66,129.2,147.28,0
2015-05-16,4,110.85,2015,0,7,10.5,11,7,5,Samstag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fruehling,1,0,0,0,FALSE,78.24,168.46,86.65,105.62,0
2015-05-16,5,330,2015,0,7,10.5,11,7,5,Samstag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fruehling,1,0,0,0,FALSE,278.32,390.25,247.9,273.31,0
2015-05-17,1,63.06,2015,0,3,12.6,17,1,5,Sonntag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fruehling,1,0,0,0,FALSE,54.68,49.18,71.01,25.46,0
2015-05-17,2,562.65,2015,0,3,12.6,17,1,5,Sonntag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fruehling,1,0,0,0,FALSE,492.01,467.83,399.82,419.37,0
2015-05-17,3,174.98,2015,0,3,12.6,17,1,5,Sonntag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fruehling,1,0,0,0,FALSE,161.94,154.5,112.95,157.81,0
2015-05-17,4,171.47,2015,0,3,12.6,17,1,5,Sonntag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fruehling,1,0,0,0,FALSE,168.2,132.21,112.83,119.44,0
2015-05-17,5,293.28,2015,0,3,12.6,17,1,5,Sonntag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fruehling,1,0,0,0,FALSE,319.45,273.75,252.67,248.94,0
2015-05-18,1,103.8,2015,0,6,11.6,8,2,5,Montag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,129.88,141.92,151.17,113.24,0
2015-05-18,2,328.91,2015,0,6,11.6,8,2,5,Montag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,336.13,340.58,291.75,291.61,0
2015-05-18,3,123.54,2015,0,6,11.6,8,2,5,Montag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,102.84,98.9,114.7,91.09,0
2015-05-18,4,77.72,2015,0,6,11.6,8,2,5,Montag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,61.32,108.93,83.48,78.24,0
2015-05-18,5,225.83,2015,0,6,11.6,8,2,5,Montag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,205.67,197.21,197.56,216.4,0
2015-05-19,1,142.79,2015,0,6,10.1,11,3,5,Dienstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,94.6,98.34,91.09,121.94,0
2015-05-19,2,351.15,2015,0,6,10.1,11,3,5,Dienstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,327.09,295.93,279.64,262.31,0
2015-05-19,3,105.47,2015,0,6,10.1,11,3,5,Dienstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,96.19,81.1,124.24,102.9,0
2015-05-19,4,60.92,2015,0,6,10.1,11,3,5,Dienstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,81.37,69.26,NA,75.68,0
2015-05-19,5,282.59,2015,0,6,10.1,11,3,5,Dienstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,259.94,198.68,213.2,236.93,0
2015-05-20,1,92.04,2015,0,5,12.2,9,4,5,Mittwoch,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,166.81,112.61,135.75,115.98,0
2015-05-20,2,356.21,2015,0,5,12.2,9,4,5,Mittwoch,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,397.98,326.95,335.7,281.26,0
2015-05-20,3,101.26,2015,0,5,12.2,9,4,5,Mittwoch,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,178.86,101.85,129.55,95.23,0
2015-05-20,4,39.63,2015,0,5,12.2,9,4,5,Mittwoch,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,80.69,65.08,69.69,76.93,0
2015-05-20,5,219.8,2015,0,5,12.2,9,4,5,Mittwoch,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,246.37,225.05,250.93,203.61,0
2015-05-21,1,147.96,2015,0,6,12.6,10,5,5,Donnerstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,53.43,119.49,185.55,109.65,0
2015-05-21,2,348.53,2015,0,6,12.6,10,5,5,Donnerstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,490.92,309.31,382.49,316.96,0
2015-05-21,3,124.52,2015,0,6,12.6,10,5,5,Donnerstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,164.03,91.96,116.01,106.23,0
2015-05-21,4,72.29,2015,0,6,12.6,10,5,5,Donnerstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,143.62,60.81,78.25,58.69,0
2015-05-21,5,281.52,2015,0,6,12.6,10,5,5,Donnerstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,309.93,211.8,303.35,232.88,0
2015-05-22,1,146.09,2015,0,4,17,12,6,5,Freitag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,147.27,108.53,NA,93.85,0
2015-05-22,2,374.7,2015,0,4,17,12,6,5,Freitag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,513.81,326.33,NA,311.72,0
2015-05-22,3,146.52,2015,0,4,17,12,6,5,Freitag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,190.85,108.54,NA,102.17,0
2015-05-22,4,72.68,2015,0,4,17,12,6,5,Freitag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,80.03,57.2,NA,72.94,0
2015-05-22,5,263.21,2015,0,4,17,12,6,5,Freitag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,292.97,265.72,NA,212.74,0
2015-05-23,1,212.69,2015,0,5,13.4,8,7,5,Samstag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,164.98,122.94,205.28,121.6,0
2015-05-23,2,506.66,2015,0,5,13.4,8,7,5,Samstag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,555.45,406.91,569.85,450.92,0
2015-05-23,3,234.96,2015,0,5,13.4,8,7,5,Samstag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,223.04,170.6,216.66,129.2,0
2015-05-23,4,110.85,2015,0,5,13.4,8,7,5,Samstag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Fruehling,1,0,0,0,TRUE,110.85,78.24,168.46,86.65,110.85
2015-05-23,5,336.09,2015,0,5,13.4,8,7,5,Samstag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,330,278.32,390.25,247.9,0
2015-05-24,1,125.56,2015,0,2,14.4,8,1,5,Sonntag,Mai,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,63.06,54.68,49.18,71.01,0
2015-05-24,2,602.38,2015,0,2,14.4,8,1,5,Sonntag,Mai,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,562.65,492.01,467.83,399.82,0
2015-05-24,3,238.55,2015,0,2,14.4,8,1,5,Sonntag,Mai,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,174.98,161.94,154.5,112.95,0
2015-05-24,4,160.04,2015,0,2,14.4,8,1,5,Sonntag,Mai,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,171.47,168.2,132.21,112.83,0
2015-05-24,5,301.52,2015,0,2,14.4,8,1,5,Sonntag,Mai,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,293.28,319.45,273.75,252.67,0
2015-05-25,1,93.85,2015,0,7,11.8,10,2,5,Montag,Mai,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,103.8,129.88,141.92,151.17,0
2015-05-25,2,621.87,2015,0,7,11.8,10,2,5,Montag,Mai,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,328.91,336.13,340.58,291.75,0
2015-05-25,3,247.36,2015,0,7,11.8,10,2,5,Montag,Mai,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,123.54,102.84,98.9,114.7,0
2015-05-25,4,102.11,2015,0,7,11.8,10,2,5,Montag,Mai,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,77.72,61.32,108.93,83.48,0
2015-05-25,5,388.13,2015,0,7,11.8,10,2,5,Montag,Mai,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,225.83,205.67,197.21,197.56,0
2015-05-26,1,126.89,2015,0,6,13,14,3,5,Dienstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,142.79,94.6,98.34,91.09,0
2015-05-26,2,381.67,2015,0,6,13,14,3,5,Dienstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,351.15,327.09,295.93,279.64,0
2015-05-26,3,143.9,2015,0,6,13,14,3,5,Dienstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,105.47,96.19,81.1,124.24,0
2015-05-26,4,33.91,2015,0,6,13,14,3,5,Dienstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,60.92,81.37,69.26,NA,0
2015-05-26,5,220.47,2015,0,6,13,14,3,5,Dienstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Fruehling,1,0,0,0,FALSE,282.59,259.94,198.68,213.2,0
2015-05-27,1,102.22,2015,0,7,12.6,13,4,5,Mittwoch,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,92.04,166.81,112.61,135.75,0
2015-05-27,2,358.9,2015,0,7,12.6,13,4,5,Mittwoch,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,356.21,397.98,326.95,335.7,0
2015-05-27,3,119.59,2015,0,7,12.6,13,4,5,Mittwoch,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,101.26,178.86,101.85,129.55,0
2015-05-27,4,59.55,2015,0,7,12.6,13,4,5,Mittwoch,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,39.63,80.69,65.08,69.69,0
2015-05-27,5,210.02,2015,0,7,12.6,13,4,5,Mittwoch,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,219.8,246.37,225.05,250.93,0
2015-05-28,1,113.87,2015,0,6,13.1,12,5,5,Donnerstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,147.96,53.43,119.49,185.55,0
2015-05-28,2,340.51,2015,0,6,13.1,12,5,5,Donnerstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,348.53,490.92,309.31,382.49,0
2015-05-28,3,141.84,2015,0,6,13.1,12,5,5,Donnerstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,124.52,164.03,91.96,116.01,0
2015-05-28,4,72.29,2015,0,6,13.1,12,5,5,Donnerstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,TRUE,72.29,143.62,60.81,78.25,72.29
2015-05-28,5,267.45,2015,0,6,13.1,12,5,5,Donnerstag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,281.52,309.93,211.8,303.35,0
2015-05-29,1,132.43,2015,0,6,14.6,8,6,5,Freitag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,146.09,147.27,108.53,NA,0
2015-05-29,2,365.09,2015,0,6,14.6,8,6,5,Freitag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,374.7,513.81,326.33,NA,0
2015-05-29,3,131.05,2015,0,6,14.6,8,6,5,Freitag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,146.52,190.85,108.54,NA,0
2015-05-29,4,61.01,2015,0,6,14.6,8,6,5,Freitag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,72.68,80.03,57.2,NA,0
2015-05-29,5,250.76,2015,0,6,14.6,8,6,5,Freitag,Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,263.21,292.97,265.72,NA,0
2015-05-30,1,120.3,2015,0,4,11.6,15,7,5,Samstag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,212.69,164.98,122.94,205.28,0
2015-05-30,2,456.73,2015,0,4,11.6,15,7,5,Samstag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,506.66,555.45,406.91,569.85,0
2015-05-30,3,177.88,2015,0,4,11.6,15,7,5,Samstag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,234.96,223.04,170.6,216.66,0
2015-05-30,4,68.87,2015,0,4,11.6,15,7,5,Samstag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,NA,110.85,78.24,168.46,0
2015-05-30,5,278.95,2015,0,4,11.6,15,7,5,Samstag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,336.09,330,278.32,390.25,0
2015-05-31,1,53.27,2015,0,7,14.5,10,1,5,Sonntag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,125.56,63.06,54.68,49.18,0
2015-05-31,2,457.53,2015,0,7,14.5,10,1,5,Sonntag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,602.38,562.65,492.01,467.83,0
2015-05-31,3,167.82,2015,0,7,14.5,10,1,5,Sonntag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,238.55,174.98,161.94,154.5,0
2015-05-31,4,111.39,2015,0,7,14.5,10,1,5,Sonntag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,160.04,171.47,168.2,132.21,0
2015-05-31,5,227.63,2015,0,7,14.5,10,1,5,Sonntag,Mai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,301.52,293.28,319.45,273.75,0
2015-06-01,1,131.8,2015,0,5,14.2,16,2,6,Montag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,93.85,103.8,129.88,141.92,0
2015-06-01,2,335.91,2015,0,5,14.2,16,2,6,Montag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,621.87,328.91,336.13,340.58,0
2015-06-01,3,116.17,2015,0,5,14.2,16,2,6,Montag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,247.36,123.54,102.84,98.9,0
2015-06-01,4,77.12,2015,0,5,14.2,16,2,6,Montag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,102.11,77.72,61.32,108.93,0
2015-06-01,5,275,2015,0,5,14.2,16,2,6,Montag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,388.13,225.83,205.67,197.21,0
2015-06-02,1,96.03,2015,0,7,14.2,14,3,6,Dienstag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,126.89,142.79,94.6,98.34,0
2015-06-02,2,412.21,2015,0,7,14.2,14,3,6,Dienstag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,381.67,351.15,327.09,295.93,0
2015-06-02,3,132.86,2015,0,7,14.2,14,3,6,Dienstag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,143.9,105.47,96.19,81.1,0
2015-06-02,4,57.16,2015,0,7,14.2,14,3,6,Dienstag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,33.91,60.92,81.37,69.26,0
2015-06-02,5,247.55,2015,0,7,14.2,14,3,6,Dienstag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,220.47,282.59,259.94,198.68,0
2015-06-03,1,92.27,2015,0,6,15.2,18,4,6,Mittwoch,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,102.22,92.04,166.81,112.61,0
2015-06-03,2,350.83,2015,0,6,15.2,18,4,6,Mittwoch,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,358.9,356.21,397.98,326.95,0
2015-06-03,3,118.97,2015,0,6,15.2,18,4,6,Mittwoch,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,119.59,101.26,178.86,101.85,0
2015-06-03,4,59.55,2015,0,6,15.2,18,4,6,Mittwoch,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,TRUE,59.55,39.63,80.69,65.08,59.55
2015-06-03,5,257.7,2015,0,6,15.2,18,4,6,Mittwoch,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,210.02,219.8,246.37,225.05,0
2015-06-04,1,157.75,2015,0,0,16.4,9,5,6,Donnerstag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,113.87,147.96,53.43,119.49,0
2015-06-04,2,366.2,2015,0,0,16.4,9,5,6,Donnerstag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,340.51,348.53,490.92,309.31,0
2015-06-04,3,147.3,2015,0,0,16.4,9,5,6,Donnerstag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,141.84,124.52,164.03,91.96,0
2015-06-04,4,73.44,2015,0,0,16.4,9,5,6,Donnerstag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,NA,72.29,143.62,60.81,0
2015-06-04,5,250.24,2015,0,0,16.4,9,5,6,Donnerstag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,267.45,281.52,309.93,211.8,0
2015-06-05,1,90.83,2015,0,0,22.6,9,6,6,Freitag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,132.43,146.09,147.27,108.53,0
2015-06-05,2,418.39,2015,0,0,22.6,9,6,6,Freitag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,365.09,374.7,513.81,326.33,0
2015-06-05,3,163.5,2015,0,0,22.6,9,6,6,Freitag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,131.05,146.52,190.85,108.54,0
2015-06-05,4,70.93,2015,0,0,22.6,9,6,6,Freitag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,61.01,72.68,80.03,57.2,0
2015-06-05,5,275.49,2015,0,0,22.6,9,6,6,Freitag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,250.76,263.21,292.97,265.72,0
2015-06-06,1,160.02,2015,0,3,18.5,19,7,6,Samstag,Juni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,120.3,212.69,164.98,122.94,0
2015-06-06,2,553.13,2015,0,3,18.5,19,7,6,Samstag,Juni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,456.73,506.66,555.45,406.91,0
2015-06-06,3,251.62,2015,0,3,18.5,19,7,6,Samstag,Juni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,177.88,234.96,223.04,170.6,0
2015-06-06,4,38.25,2015,0,3,18.5,19,7,6,Samstag,Juni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,68.87,NA,110.85,78.24,0
2015-06-06,5,279,2015,0,3,18.5,19,7,6,Samstag,Juni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,278.95,336.09,330,278.32,0
2015-06-07,1,81.02,2015,0,4,16.6,15,1,6,Sonntag,Juni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,53.27,125.56,63.06,54.68,0
2015-06-07,2,527.89,2015,0,4,16.6,15,1,6,Sonntag,Juni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,457.53,602.38,562.65,492.01,0
2015-06-07,3,175.77,2015,0,4,16.6,15,1,6,Sonntag,Juni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,167.82,238.55,174.98,161.94,0
2015-06-07,4,95.86,2015,0,4,16.6,15,1,6,Sonntag,Juni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,111.39,160.04,171.47,168.2,0
2015-06-07,5,377.3,2015,0,4,16.6,15,1,6,Sonntag,Juni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,227.63,301.52,293.28,319.45,0
2015-06-08,1,118.62,2015,0,6,14.4,12,2,6,Montag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,131.8,93.85,103.8,129.88,0
2015-06-08,2,344.7,2015,0,6,14.4,12,2,6,Montag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,335.91,621.87,328.91,336.13,0
2015-06-08,3,151.08,2015,0,6,14.4,12,2,6,Montag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,116.17,247.36,123.54,102.84,0
2015-06-08,4,86.65,2015,0,6,14.4,12,2,6,Montag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,77.12,102.11,77.72,61.32,0
2015-06-08,5,304.66,2015,0,6,14.4,12,2,6,Montag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,275,388.13,225.83,205.67,0
2015-06-09,1,103.75,2015,0,3,15.2,8,3,6,Dienstag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,96.03,126.89,142.79,94.6,0
2015-06-09,2,315.12,2015,0,3,15.2,8,3,6,Dienstag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,412.21,381.67,351.15,327.09,0
2015-06-09,3,140.03,2015,0,3,15.2,8,3,6,Dienstag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,132.86,143.9,105.47,96.19,0
2015-06-09,4,66.39,2015,0,3,15.2,8,3,6,Dienstag,Juni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fruehling,1,0,0,0,FALSE,57.16,33.91,60.92,81.37,0
